"stock_code","cb_all","label_all","category","title1","date","news","urls","number","stand","news_num","업종.x","year","매출액","자산총계","영업이익률","부채비율","EPS","buildingyear","Psell","amount","low","recovery","recovery_day","low_day","Pratio","low_day2","recovery_day2"
40420,"정상제이엘에스",2511,"실적부진","정상제이엘에스, 1분기 영업익 29억…전년비 1.7%↓","2018-05-09","[헤럴드경제=증권팀] 정상제이엘에스는 1분기 연결기준 영업이익이 29억원으로 전년동기대비1.7%감소했다고9일 공시했다.같은 기간 매출액은 218억4000만원으로 3.59% 줄어든 것으로 나타났다.당기순이익은 21억700만원으로 14.41% 감소한 것으로 집계됐다.park","https://finance.naver.com/news/market_special_read.nhn?article_id=0001390966&office_id=016&type=title&keyword=",2356,1,1,"일반 교습 학원",2018,844,829,12.26,28.84,525,1993,50,43538,"2018-05-15","infinity","infinity","4",0.00673854447439353,"3-8","infinity"
41190,"우리기술투자",10156,"암호화폐정부규제","가상화폐관련주, 정뷰 규제 가능성에 일제히 약세","2017-12-11","가상화폐 관련주가 정부 규제 가능성에 일제히 약세를 보이고 있다.11일 오전 9시 7분 현재 한일진공(123840)은 26.39%, 디지탈옵틱(106520)은 16.27%, 케이피엠테크(042040)는 3.95% 하락하고 있다. 케이피엠테크와 디지털옵틱, 한일진공은 최근 가상화폐 거래소서비스를 위한 컨소시엄을 구성한 회사다.비티씨코리아닷컴의 지분을 보유한 옴니텔(057680)과 자회사가 가상화폐 거래소 서비스를 시작한 SCI평가정보(036120)도 16~18% 하락하고 있다. 포스링크와 우리기술투자(041190)도 약세를 나타내고 있다.정부는 현재 가상화폐 열풍을 위험한 투기 상황으로 보고 대책을 고민하고 있다. 특히 가상화폐에 대한 대응책을 마련하는 정부 부처 태스크포스(TF)의 주무부처가 법무부로 바뀌면서 강력한 규제안이 나올 수 있다는 이야기도 나오고 있다.지난 8일 정부 관계자들에 따르면 법무부는 가상화폐 관련 범죄를 고려해 강력한 규제안을 검토하고 있는 것으로 알려졌다. 일각에서는 거래소 영업 전면 금지도 언급되고 있는 것으로 전해진다. 다만 법무부 외 정부 부처들은 거래소 영업 금지에 대해서는 신중한 모습을 보이고 있다.[안소영 기자 seenrun","https://finance.naver.com/news/market_special_read.nhn?article_id=0000392115&office_id=366&type=title&keyword=",2150,1,1,"기타 금융업",2017,63,610,13.81,6.2,13,1996,-120,10147538,"increase","increase","increase","increase",-0.0685714285714286,"increase","increase"
41190,"우리기술투자",9619,"호재","우리기술투자, 하락세 탈출..보합권에서 등락","2017-12-26"," 가상통화 관련주로 꼽히는 우리기술투자가 보합권에서 등락을 반복하고 있다.  26일 오전 9시33분 현재 우리기술투자는 전일대비 0.61% 상승한 3320원에 거래중이다. 우리기술투자는 가상통화 거래소 업비트지분을 보유중인 회사다. 지난 20일 29% 상승한데이어, 이틀연속 하락세를 보인바 있다.   ahnman","https://finance.naver.com/news/market_special_read.nhn?article_id=0003930712&office_id=014&type=title&keyword=",2151,1,1,"기타 금융업",2017,63,610,13.81,6.2,13,1996,115,35492860,"2017-12-28","2017-12-28","2","2",0.0327635327635328,"1-2","1-8"
41190,"우리기술투자",9149,"암호화폐정부규제","법무부 ""거래소 폐쇄"" 발표에 관련주 무더기 하한가…카카오도 7% 떨어져","2018-01-11","법무부가 가상화폐 거래소 폐쇄를 추진하겠다고 밝히면서 가상화폐 거래소 지분을 가지고 있는 상장사들이 무더기로 급락하고 있다.11일 오후 3시 현재 우리기술투자(041190), 옴니텔(057680), 비덴트, 에이티넘인베스트(021080), SCI평가정보(036120)등이 가격제한폭까지 떨어져 거래 중이다. 두나무 지분을 보유한 카카오도 7% 넘게 하락 중이다.이날 박상기 법무부 장관은 정부과천청사에서 가진 신년 기자간담회에서 “우리나라 가상화폐 거래의 경우 사실상 투기, 도박과 비슷한 양상을 보인다”며 “산업 발전의 긍정적 측면보다 개인의 금전적 피해를 유발할 위험성이 크다고 판단하고 가상화폐 거래소 폐지까지도 목표로 하는 법무부 안을 마련했다”고 밝혔다.[안재만 기자 hoonpa","https://finance.naver.com/news/market_special_read.nhn?article_id=0000395652&office_id=366&type=title&keyword=",2152,1,2,"기타 금융업",2018,84,598,0.63,1.67,40,1996,1250,64545238,"2018-01-22","infinity","infinity","7",0.158227848101266,"3-8","infinity"
41190,"우리기술투자",9018,"대주주지분처분","우리기술투자, 정만회 사장 지분 매도 소식에 5% 대 하락","2018-01-16","가상화폐 관련주로 주목을 받았던 우리기술투자(041190)가 5% 대 하락세를 기록하고 있다.16일 우리기술투자는 전 거래일 대비 500원(-5.32%) 하락한 8890원에 거래되고 있다.전날 정만회 우리기술투자 사장이 보유 주식을 전량 매도한 사실이 공시되면서 주가에 악영향을 미치고 있는 것으로 분석된다. 정 사장은 보유 중인 100만주 전량을 지난 12일(35만주)과 15일(65만주)에 걸쳐 장내매도했다고 공시했다.우리기술투자는 가상화폐 거래소 업비트를 운영하는 두나무의 지분 8.24%를 갖고 있어 가상화폐 관련주로 꼽히며 최근 주가 급등세를 보였다. 하지만 최근 가상화폐 거래소 규제가 강화되는 움직임을 보이며 미래가 불투명해지자 대표이사가 차익 실현 목적으로 주식을 처분한 것 아니냐는 해석이 나오고 있다.[김유정 기자 kyj","https://finance.naver.com/news/market_special_read.nhn?article_id=0000396015&office_id=366&type=title&keyword=",2154,1,1,"기타 금융업",2018,84,598,0.63,1.67,40,1996,-250,49832314,"2018-01-22","infinity","infinity","4",-0.0275027502750275,"3-8","infinity"
41440,"에버다임",11231,"실적부진","에버다임, 3분기 실적 부진에 '약세'","2017-11-10","[머니투데이 오정은 기자] 에버다임이 3분기 영업이익 부진에 약세를 보이고 있다. 10일 오전 9시6분 현재 코스닥 시장에서 에버다임은 전일대비 4.29% 내린 10만50원에 거래 중이다. 전일 에버다임은 연결재무제표 기준 3분기 영업이익이 전년 동기 대비 48.3% 줄어든 38억9000만원으로 잠정 집계됐다고 공시했다. 같은 기간 매출액은 13.3% 감소한 740억1600만원이며 당기순이익은 12.8% 줄어든 25억1500만원을 기록했다. ","https://finance.naver.com/news/market_special_read.nhn?article_id=0003962027&office_id=008&type=title&keyword=",1957,1,1,"특수 목적용 기계 제조업",2017,3374,2624,7.6,56.84,789,1994,110,153374,"2017-11-16","infinity","infinity","4",0.0108910891089109,"3-8","infinity"
41440,"에버다임",2352,"실적부진","에버다임, 1분기 영업익 37억…전년비 42.7%↓","2018-05-11","[헤럴드경제=증권팀] 에버다임은 1분기 연결기준 영업이익이 37억1700만원으로 전년동기대비 42.7% 감소했다고 11일 공시했다.같은 기간 매출액은 752억1600만원으로 16% 줄어든 것으로 나타났다.당기순이익은 28억5100만원으로 48.3% 감소한 것으로 집계됐다.park","https://finance.naver.com/news/market_special_read.nhn?article_id=0001392241&office_id=016&type=title&keyword=",1958,1,1,"특수 목적용 기계 제조업",2018,3403,2736,7.14,49.09,982,1994,50,297561,"infinity","infinity","infinity","infinity",0.0045045045045045,"infinity","infinity"
41460,"한국전자인증",8839,"제도적이슈","한국전자인증, 공인인증서 폐지 방침에 4%대↓","2018-01-23","[머니투데이 신아름 기자] 한국전자인증이 정부의 공인인증서 의무화 폐지 방침에 하락 중이다.23일 오전 9시 8분 현재 코스닥 시장에서 한국전자인증은 전일 대비 4.06% 내린 9450원에 거래 중이다.과학기술정보통신부가 지난 22일 규제혁신 토론회에 보고한 '초연결 지능화 혁신' 추진방안에 따르면 정부는 공인인증서의 우월적 법적 지위를 없애고 다양한 인증 수단을 활성화기로 했다. ","https://finance.naver.com/news/market_special_read.nhn?article_id=0003996603&office_id=008&type=title&keyword=",2882,1,1,"소프트웨어 개발 및 공급업",2018,267,485,19.03,45.5,160,1999,-360,4183665,"infinity","infinity","infinity","infinity",-0.0378151260504202,"infinity","infinity"
41510,"에스엠",12454,"실적부진","에스엠, 소녀시대 해체 우려에 '약세'","2017-10-10","[이데일리 정수영 기자] 에스엠(041510)이 걸그룹 ‘소녀시대’ 일부 멤버의 재계약 불발 소식에 10일 장 초반 약세다.이날 오전 9시32분 현재 코스닥시장에서 에스엠은 전 거래일보다 2.42% 떨어진 2만8200원에 거래되고 있다. 전날 소녀시대 멤버인 티파니와 수영, 서현이 최근 소속사였던 SM엔터테인먼트와 재계약을 하지 않기로 했다는 소식이 전해진 까닭이다. 티파니는 미국 유학을 이유로, 수영과 서현은 배우 활동에 집중하기 위해 에스엠을 떠나기로 한 것으로 알려졌다.정수영 (grassdew","https://finance.naver.com/news/market_special_read.nhn?article_id=0003939670&office_id=018&type=title&keyword=",1975,1,3,"오디오물 출판 및 원판 녹음업",2017,3499,5251,5.92,39.82,169,1995,-800,334476,"increase","increase","increase","increase",-0.027681660899654,"increase","increase"
41510,"에스엠",6033,"실적부진","에스엠, 지난해 영업익 109.4억…전년비 47.2%↓","2018-03-09","[헤럴드경제=증권팀] 에스엠은 지난해 연결기준 영업이익이 109억4130만원으로 전년대비 47.2% 감소했다고 9일 공시했다.같은 기간 매출액은 3774억5940만원으로 7.9% 늘어난 것으로 나타났다.당기순이익은 47억925만원의 손실을 기록해 적자전환했다.park","https://finance.naver.com/news/market_special_read.nhn?article_id=0001363938&office_id=016&type=title&keyword=",1978,1,1,"오디오물 출판 및 원판 녹음업",2018,3654,7975,2.99,83.07,199,1995,-2000,717813,"increase","increase","increase","increase",-0.0551724137931034,"increase","increase"
41510,"에스엠",5756,"인수","에스엠, 키이스트 경영권 인수 소식에 주가 동반 약세","2018-03-14","【서울=뉴시스】김형섭 기자 = 연예기획사 에스엠(041510)이 키이스트(054780)의 경영권을 인수키로 하면서 14일 주가가 동반 약세를 나타내고 있다.이날 오전 9시33분 현재 코스닥 시장에서 에스엠은 전 거래일 대비 2.76%(1150원) 떨어진 4만550원에 거래되고 있다. 키이스트는 7.80%(225원) 급락한 2660원을 가리키고 있다. 앞서 키이스트는 배용준 대표 보유 지분 1945만5071주(25.12%)를 에스엠이 인수키로 했다고 공시했다. 주당 매수가액은 2570원, 양수도 금액은 500억원이다. 양수도 금액 중 350억원은 에스엠이 발행하는 신주로 받으며 나머지 150억원은 현금으로 받는 방식이다. 에스엠 측은 ""경영권을 확보해 기존 사업부문과 함께 디지털 엔터테인먼트·플랫폼 사업을 적극적으로 추진하고자 결정했다""고 전했다. ephites","https://finance.naver.com/news/market_special_read.nhn?article_id=0008484800&office_id=003&type=title&keyword=",1979,1,3,"오디오물 출판 및 원판 녹음업",2018,3654,7975,2.99,83.07,199,1995,-450,640590,"increase","increase","increase","increase",-0.0109356014580802,"increase","increase"
41510,"에스엠",3533,"비리의혹","에스엠, 이수만 개인 회사에 거액 유출 보도에 '급락'","2018-04-19","[이데일리 성선화 기자]에스엠(041510)이 급락세다. 19일 오후 1시 45분 현재 에스엠이 전일 대비 7.02% 하락한 3만 7800원에 거래되고 있다. 에스엠의 매출 중 100억원 이상이 2년 연속 이수만 에스엠 회장의 개인 회사로 흘러 들어갔다는 보도의 영향으로 보인다. 이 매체에 따르면 에스엠은 지난 한해 동안 이 회장이 설립한 라이크기획에 108억 3270만원 규모의 비용을 지불했다. 에스엠이 라이크기획에 지불하는 비용은 지난해 에스엠 별도 기준 매출액 2161억원의 약 5%에 해당한다. 에스엠은 2016년에도 라이크기획에 110억3958만원을 지불했다. 이 역시 당시 에스엠 별도 기준 매출액의 5%를 넘는다. 에스엠은 2000년 코스닥시장 상장 후 배당을 한 적이 없고, 이 회장은 2010년 등기이사에서 사임을 했기 때문에 현재 이 회장은 에스엠으로부터 받는 배당금이나 임금이 없다. 이 매체는 이 회장이 프로듀싱 업무를 대가로 라이크기획을 통해 수익을 얻는 구조라고 지적했다.성선화 (ocami81","https://finance.naver.com/news/market_special_read.nhn?article_id=0004082370&office_id=018&type=title&keyword=",1982,1,1,"오디오물 출판 및 원판 녹음업",2018,3654,7975,2.99,83.07,199,1995,2850,1794406,"2018-05-02","2018-05-24","22","8",0.0693430656934307,"3-8","16-30"
41510,"에스엠",3263,"실적부진","""에스엠, 회계기준 변화로 실적 전망치 하향""…목표가↓","2018-04-25","
[제공 : 에스엠] 미래에셋대우는 25일 에스엠에 대해 회계기준 변화 등으로 실적 추정치를 하향 조정했다며 목표주가를 기존 5만원에서 4만7000원으로 끌어내렸다. 미래에셋대우는 1분기 에스엠의 연결 기준 매출액을 전년 동기 대비 119% 증가한 1490억원, 영업이익은 998% 증가한 132억원으로 전망했다. 또 연간 영업이익 전망치를 기존 680억원에서 600억원으로 수정했다. 실적 추정치 하향 조정의 주된 이유는 SM JAPAN의 회계 기준 변경 때문이라고 설명했다. 지난해 4분기에 진행된 동방신기 돔투어 약 52만명분이 발생 분기에 기반영된 것이 실적에 중대한 변화라고 밝혔다. 또 팬클럽 매출액 인식 기준 변화, 법인세 일시 상승 등의 요인도 있다. 미래에셋대우는 올해 에스엠의 실적 개선 기울기가 다소 조정될 여지가 있지만 여전히 신규 아이돌 라인업 가시화, 콘텐츠 제작 경쟁력 강화 등 기대감을 가져갈 근거가 남아있다고 강조했다.박정엽 미래에셋대우 연구원은 ""회계 기준 변경으로 인한 실적 우려와 프로듀싱 용역 관련 의혹으로 최근 투자 심리는 악화된 모습""이라면서 ""전자는 수익 인식 시점에 관한 것으로 펀더멘털 변수로 볼 수 없으며, 후자 또한 새롭게 제기된 사실이 결코 아니다""라고 말했다.이어 ""기존 사업의 강한 실적 개선을 바탕으로 신성장 동력을 모색하는 것이 투자포인트라는 관점에서 실적 개선 파급력이 감소한 데 따른 강약 조절 정도만 고려될 필요가 있다""고 덧붙였다.[디지털뉴스국 고득관 기자]","https://finance.naver.com/news/market_special_read.nhn?article_id=0004139562&office_id=009&type=title&keyword=",1983,1,1,"오디오물 출판 및 원판 녹음업",2018,3654,7975,2.99,83.07,199,1995,-1350,326910,"infinity","infinity","infinity","infinity",-0.0374479889042996,"infinity","infinity"
